industry,year,benefit,perk_airole_beta,perk_se,perk_pvalue,n_obs
Accommodation and Food Services,2023,PAID LEAVE,0.3152203408301313,0.1694205652314283,0.06280365686194599,89670
Accommodation and Food Services,2023,HEALTH_WELLBEING,-0.3903924516822237,0.3055542427847611,0.20137162315407597,89670
Accommodation and Food Services,2023,PARENTAL_LEAVE,1.0604522944108972,0.20765734148677434,3.2776221720044454e-07,89670
Accommodation and Food Services,2023,CULTURE,-0.47716837783835553,0.29600663962501095,0.10695776802693037,89670
Accommodation and Food Services,2023,REMOTE_KW,1.8056705976131764,0.20126613856794126,2.923525871944694e-19,89670
Accommodation and Food Services,2024,EDU_ASSISTANCE,-0.07662258645709377,0.22453802190593536,0.7329187830531867,74109
Accommodation and Food Services,2024,PAID LEAVE,0.019157682653114717,0.1393509234395387,0.8906530014942065,74109
Accommodation and Food Services,2024,HEALTH_WELLBEING,-0.17366836229342422,0.21126161143579847,0.4110464077836836,74109
Accommodation and Food Services,2024,PARENTAL_LEAVE,0.7886239291446393,0.15545616635063733,3.9166140406458257e-07,74109
Accommodation and Food Services,2024,CULTURE,-0.000487740534822262,0.19152577231252285,0.997968105195017,74109
Accommodation and Food Services,2024,REMOTE_KW,1.7967433047877048,0.1616382120427136,1.0506596296599236e-28,74109
Accommodation and Food Services,2025,EDU_ASSISTANCE,0.4196467899652887,0.1678862204542707,0.012433696138866851,78351
Accommodation and Food Services,2025,PAID LEAVE,0.030106953616774176,0.12353190782801114,0.8074492059462406,78351
Accommodation and Food Services,2025,REMOTE_KW,1.2019296487551867,0.13418687400874782,3.3323029694762167e-19,78351
Administrative and Support and Waste Management and Remediation Services,2018,EDU_ASSISTANCE,-0.469592465360279,0.45537261702614235,0.3024344564779895,29806
Administrative and Support and Waste Management and Remediation Services,2018,PAID LEAVE,-0.4567325700016273,0.2286516152114575,0.04577043473607587,29806
Administrative and Support and Waste Management and Remediation Services,2018,CULTURE,-0.3465954950478417,0.36881949496696204,0.3473494635130294,29806
Administrative and Support and Waste Management and Remediation Services,2018,REMOTE_KW,0.58067750029555,0.33094422267111495,0.07932632024498579,29806
Administrative and Support and Waste Management and Remediation Services,2019,EDU_ASSISTANCE,-0.02992034001927615,0.3442560258205737,0.9307406290664337,34383
Administrative and Support and Waste Management and Remediation Services,2019,PAID LEAVE,-0.46279944967824926,0.20234455262872453,0.02218502023144895,34383
Administrative and Support and Waste Management and Remediation Services,2019,HEALTH_WELLBEING,-0.6409937197043313,0.5080359695879048,0.20705340061448874,34383
Administrative and Support and Waste Management and Remediation Services,2019,PARENTAL_LEAVE,-0.6275314905473387,1.009773265704997,0.5342984401787254,34383
Administrative and Support and Waste Management and Remediation Services,2019,REMOTE_KW,0.4349886289838124,0.3298813481499892,0.18729569151820202,34383
Administrative and Support and Waste Management and Remediation Services,2020,EDU_ASSISTANCE,-0.32079136898393656,0.41929738266075284,0.4442305438519377,40545
Administrative and Support and Waste Management and Remediation Services,2020,PAID LEAVE,-0.3782473955382465,0.19147425813962243,0.048217356696603555,40545
Administrative and Support and Waste Management and Remediation Services,2020,HEALTH_WELLBEING,-0.18510018726512067,0.4205181951417831,0.6598127920506669,40545
Administrative and Support and Waste Management and Remediation Services,2020,PARENTAL_LEAVE,1.268782646043012,0.3645635914452904,0.0005008937492781523,40545
Administrative and Support and Waste Management and Remediation Services,2020,CULTURE,0.17130908910870354,0.2842969293201391,0.5467941077523093,40545
Administrative and Support and Waste Management and Remediation Services,2020,REMOTE_KW,0.46866844345448666,0.2442292939515323,0.05498825746948307,40545
Administrative and Support and Waste Management and Remediation Services,2021,EDU_ASSISTANCE,0.27080927713396813,0.19571683613922003,0.16645676492331718,48776
Administrative and Support and Waste Management and Remediation Services,2021,PAID LEAVE,0.5277830903589144,0.1216713197073608,1.4393087314590787e-05,48776
Administrative and Support and Waste Management and Remediation Services,2021,PARENTAL_LEAVE,0.8616014771160503,0.2743106091628623,0.001683891060904998,48776
Administrative and Support and Waste Management and Remediation Services,2021,CULTURE,0.24085151295119572,0.1807530006013429,0.18269932129358402,48776
Administrative and Support and Waste Management and Remediation Services,2021,REMOTE_KW,0.8319412885148975,0.1587712249014873,1.6068586086399556e-07,48776
Administrative and Support and Waste Management and Remediation Services,2022,EDU_ASSISTANCE,-0.7356782478416611,0.1650857591461849,8.337082835866596e-06,49317
Administrative and Support and Waste Management and Remediation Services,2022,PAID LEAVE,-0.07639111355526755,0.08737477429962007,0.3819589596467896,49317
Administrative and Support and Waste Management and Remediation Services,2022,HEALTH_WELLBEING,-0.4058662291771806,0.22522596050090488,0.07153908502326299,49317
Administrative and Support and Waste Management and Remediation Services,2022,PARENTAL_LEAVE,0.3262029930162108,0.24075522953615616,0.1754444796006832,49317
Administrative and Support and Waste Management and Remediation Services,2022,CULTURE,-0.19076897463076722,0.12104040202109698,0.11500809518960943,49317
Administrative and Support and Waste Management and Remediation Services,2022,REMOTE_KW,1.1651194164991567,0.1166594327148508,1.7313629588623375e-23,49317
Administrative and Support and Waste Management and Remediation Services,2023,EDU_ASSISTANCE,-0.492113368758523,0.24058399445809714,0.040806077138278524,41406
Administrative and Support and Waste Management and Remediation Services,2023,PAID LEAVE,0.330741432357155,0.12200211572555861,0.006709107942236246,41406
Administrative and Support and Waste Management and Remediation Services,2023,HEALTH_WELLBEING,-0.5046866280219047,0.2973479350645051,0.08964124233116258,41406
Administrative and Support and Waste Management and Remediation Services,2023,PARENTAL_LEAVE,0.8320811132669321,0.21790713547150545,0.0001342588010095231,41406
Administrative and Support and Waste Management and Remediation Services,2023,CULTURE,-0.165388490339701,0.17002829131818428,0.3306966611455071,41406
Administrative and Support and Waste Management and Remediation Services,2023,REMOTE_KW,0.9677515166002773,0.15037957294392512,1.231549862862536e-10,41406
Administrative and Support and Waste Management and Remediation Services,2024,EDU_ASSISTANCE,-0.7343194389045938,0.22278769773534365,0.0009805448737276112,36680
Administrative and Support and Waste Management and Remediation Services,2024,PAID LEAVE,0.2617940499241042,0.11068166729232377,0.018016041311309648,36680
Administrative and Support and Waste Management and Remediation Services,2024,HEALTH_WELLBEING,0.29840890485410954,0.17968406924386615,0.09676524706215914,36680
Administrative and Support and Waste Management and Remediation Services,2024,PARENTAL_LEAVE,0.29345767888434837,0.21400388633978482,0.1702899745092903,36680
Administrative and Support and Waste Management and Remediation Services,2024,CULTURE,0.019980695077998205,0.14572071766410527,0.8909388174246524,36680
Administrative and Support and Waste Management and Remediation Services,2024,REMOTE_KW,0.8266480164579704,0.14219024100791014,6.111558707761343e-09,36680
Administrative and Support and Waste Management and Remediation Services,2025,EDU_ASSISTANCE,-0.008058651753634459,0.13653563626326704,0.9529343201680324,38776
Administrative and Support and Waste Management and Remediation Services,2025,PAID LEAVE,0.3189561687862372,0.08436053528142644,0.0001562816278781684,38776
Administrative and Support and Waste Management and Remediation Services,2025,HEALTH_WELLBEING,0.47008936328623485,0.1318246922788652,0.00036244504355896663,38776
Administrative and Support and Waste Management and Remediation Services,2025,PARENTAL_LEAVE,1.0088929958404322,0.12616829771072113,1.281029680077987e-15,38776
Administrative and Support and Waste Management and Remediation Services,2025,CULTURE,1.0476966540125354,0.09593065303686578,9.108488143807833e-28,38776
Administrative and Support and Waste Management and Remediation Services,2025,REMOTE_KW,1.0822616449579012,0.10475556810292608,5.086422764721706e-25,38776
"Agriculture, Forestry, Fishing and Hunting",2020,REMOTE_KW,0.10138715509933513,1.1249376338586687,0.9281863635819866,1963
"Agriculture, Forestry, Fishing and Hunting",2021,PAID LEAVE,-0.706063844912904,0.6319802645205196,0.26389834094449993,2595
"Agriculture, Forestry, Fishing and Hunting",2021,CULTURE,0.432984480702442,0.7668409437927903,0.5723227243153286,2595
"Agriculture, Forestry, Fishing and Hunting",2021,REMOTE_KW,-0.20973032201722394,0.8220375170766396,0.7986190389630359,2595
"Agriculture, Forestry, Fishing and Hunting",2022,PAID LEAVE,-0.46096858357530723,0.4392026339617277,0.2939214328202645,2867
"Agriculture, Forestry, Fishing and Hunting",2022,PARENTAL_LEAVE,2.3079327998578285,0.5777456995447261,6.477051759394429e-05,2867
"Agriculture, Forestry, Fishing and Hunting",2022,REMOTE_KW,0.6911764064503501,0.5938732105434252,0.2444868048145109,2867
"Agriculture, Forestry, Fishing and Hunting",2023,PAID LEAVE,0.16461126622646913,0.5174587028057815,0.7503978656488827,2747
"Agriculture, Forestry, Fishing and Hunting",2023,REMOTE_KW,-0.3958335922875593,1.0519115787477034,0.706694398560306,2747
"Agriculture, Forestry, Fishing and Hunting",2024,EDU_ASSISTANCE,0.631749472098928,0.6696129956679946,0.3454484182740478,2391
"Agriculture, Forestry, Fishing and Hunting",2024,PAID LEAVE,0.39833706684278947,0.5260160591685352,0.44888711164569806,2391
"Agriculture, Forestry, Fishing and Hunting",2024,HEALTH_WELLBEING,0.23441261058688592,0.7875507305086777,0.7659721156854642,2391
"Agriculture, Forestry, Fishing and Hunting",2024,REMOTE_KW,-0.6122069997891262,1.0737822611298304,0.56858225352832,2391
"Agriculture, Forestry, Fishing and Hunting",2025,PAID LEAVE,-0.4391467778248371,0.3632407027060577,0.2266747249548966,2771
"Agriculture, Forestry, Fishing and Hunting",2025,PARENTAL_LEAVE,-0.5716242552676138,0.7481291752793997,0.4448245760421684,2771
"Agriculture, Forestry, Fishing and Hunting",2025,REMOTE_KW,0.6006405266962369,0.5285829839549863,0.2558217845803178,2771
"Arts, Entertainment, and Recreation",2018,EDU_ASSISTANCE,1.0076692724972305,0.782560273417656,0.19786536207474348,9259
"Arts, Entertainment, and Recreation",2018,PAID LEAVE,0.6779787659027674,0.5981430750869928,0.2570158557442902,9259
"Arts, Entertainment, and Recreation",2019,EDU_ASSISTANCE,-0.2593664290712286,1.0259475368301214,0.8004175765060475,10897
"Arts, Entertainment, and Recreation",2019,PAID LEAVE,0.06490317122661288,0.4893279348383175,0.8944801751054828,10897
"Arts, Entertainment, and Recreation",2019,HEALTH_WELLBEING,-0.18040174969804604,1.021391830906925,0.8598041726775423,10897
"Arts, Entertainment, and Recreation",2019,CULTURE,-0.9411191108114008,1.0241740170569629,0.35814501638084406,10897
"Arts, Entertainment, and Recreation",2019,REMOTE_KW,-0.06946583838222191,1.0393088888263855,0.9467102800834015,10897
"Arts, Entertainment, and Recreation",2020,PAID LEAVE,0.6419893100451932,0.43881462589285014,0.14346518876418327,8595
"Arts, Entertainment, and Recreation",2020,CULTURE,0.971916236493476,0.5037630673247419,0.053692114910921955,8595
"Arts, Entertainment, and Recreation",2020,REMOTE_KW,0.5637657887652754,0.7550973142470009,0.4552969449099197,8595
"Arts, Entertainment, and Recreation",2021,EDU_ASSISTANCE,1.0113064155451812,0.41991772028011354,0.016025063562531656,12741
"Arts, Entertainment, and Recreation",2021,PAID LEAVE,-0.13395702878036264,0.36230036095300444,0.7115760329002626,12741
"Arts, Entertainment, and Recreation",2021,PARENTAL_LEAVE,-0.6098773925518107,1.020405507390046,0.5500525383577927,12741
"Arts, Entertainment, and Recreation",2021,CULTURE,0.9486010668212451,0.33540322971755354,0.004680459996208821,12741
"Arts, Entertainment, and Recreation",2021,REMOTE_KW,0.7183897047845423,0.4532442938884138,0.11296758800284826,12741
"Arts, Entertainment, and Recreation",2022,EDU_ASSISTANCE,0.15837126690831882,0.47293019489675087,0.7377213468215126,14715
"Arts, Entertainment, and Recreation",2022,PAID LEAVE,-0.0935808942369621,0.28707626196486274,0.7444400817220241,14715
"Arts, Entertainment, and Recreation",2022,PARENTAL_LEAVE,1.096728425100346,0.4175268799502909,0.00862108958973591,14715
"Arts, Entertainment, and Recreation",2022,CULTURE,0.04631209376978451,0.3158287407970238,0.8834187607459485,14715
"Arts, Entertainment, and Recreation",2022,REMOTE_KW,1.0535782387779988,0.3381457658339326,0.001834767033114926,14715
"Arts, Entertainment, and Recreation",2023,PAID LEAVE,-0.00730489023697228,0.27200516360187127,0.978574823623782,13642
"Arts, Entertainment, and Recreation",2023,PARENTAL_LEAVE,0.6681953207423662,0.36829605303065555,0.06963330978478048,13642
"Arts, Entertainment, and Recreation",2023,CULTURE,0.4607633716046318,0.2982792789248221,0.1224096211070877,13642
"Arts, Entertainment, and Recreation",2023,REMOTE_KW,1.7381360267049162,0.3098929433983228,2.0370206811946407e-08,13642
"Arts, Entertainment, and Recreation",2024,PAID LEAVE,0.01376167614094666,0.2556129850087648,0.9570642828653507,12320
"Arts, Entertainment, and Recreation",2024,HEALTH_WELLBEING,0.10888627419484778,0.4340812132033189,0.8019354229428795,12320
"Arts, Entertainment, and Recreation",2024,PARENTAL_LEAVE,-0.6349614642318802,0.5215285014148305,0.22341366185529543,12320
"Arts, Entertainment, and Recreation",2024,CULTURE,0.21612721511149904,0.29754435205889723,0.4676121335095831,12320
"Arts, Entertainment, and Recreation",2024,REMOTE_KW,-0.056022499372039875,0.3974729307976569,0.8879120462445538,12320
"Arts, Entertainment, and Recreation",2025,EDU_ASSISTANCE,0.7144959211336186,0.289325371802423,0.013529297989000516,12380
"Arts, Entertainment, and Recreation",2025,PAID LEAVE,0.29390450834203163,0.2057541016866816,0.15316928015916575,12380
"Arts, Entertainment, and Recreation",2025,PARENTAL_LEAVE,0.04864704878379843,0.3171772678861157,0.8781025952126972,12380
"Arts, Entertainment, and Recreation",2025,CULTURE,0.28614234682515594,0.256022302269477,0.2637181394928082,12380
"Arts, Entertainment, and Recreation",2025,REMOTE_KW,0.9181464589440106,0.2853335746854727,0.001291777281129841,12380
Construction,2018,PAID LEAVE,-0.22325004646686664,0.34680665410264866,0.5197501604507475,19295
Construction,2018,CULTURE,0.25287507424730943,0.7226408739589455,0.7263898265509456,19295
Construction,2019,EDU_ASSISTANCE,0.38911873803228464,0.39902104198802807,0.32946924307761694,23667
Construction,2019,PAID LEAVE,-0.2810227885992756,0.2871558361767012,0.32775685319599235,23667
Construction,2019,HEALTH_WELLBEING,0.4409221347103325,0.5154517147478482,0.3923246567685208,23667
Construction,2019,CULTURE,-0.5149930657966993,0.717834143950401,0.4731111206621741,23667
Construction,2019,REMOTE_KW,-0.30097842733940716,1.0106438886133267,0.7658492611204764,23667
Construction,2020,EDU_ASSISTANCE,-0.08810910645583646,0.3920124291102876,0.822165205557033,25882
Construction,2020,PAID LEAVE,-0.7126041307182903,0.2379199789667318,0.0027431706950636456,25882
Construction,2020,CULTURE,0.29623965947176684,0.39441136221249157,0.4525966177188233,25882
Construction,2020,REMOTE_KW,0.6989841474204928,0.35071899458021794,0.04626107516009027,25882
Construction,2021,EDU_ASSISTANCE,0.4079610020033638,0.2953868493007292,0.1672459004910657,32289
Construction,2021,PAID LEAVE,-0.36350823768277174,0.19782103755376865,0.06612710957496529,32289
Construction,2021,PARENTAL_LEAVE,-0.16882924029269206,0.5131072706380033,0.742130721960984,32289
Construction,2021,CULTURE,0.602660611182353,0.28050862664903853,0.03167750032593784,32289
Construction,2021,REMOTE_KW,1.3533416216928729,0.23102297768506888,4.683645725235556e-09,32289
Construction,2022,EDU_ASSISTANCE,0.1464902567247983,0.331759764887522,0.6588110926168426,33487
Construction,2022,PAID LEAVE,0.31129399593936946,0.17637995597427117,0.07757960959152577,33487
Construction,2022,HEALTH_WELLBEING,0.8366088136464434,0.28590948527003135,0.003432055908767402,33487
Construction,2022,PARENTAL_LEAVE,1.1847670301982978,0.298689358067681,7.291970868531895e-05,33487
Construction,2022,CULTURE,0.8221002927522354,0.2438961707165946,0.0007497805046148172,33487
Construction,2022,REMOTE_KW,0.871696943491747,0.267723615210824,0.00113010323369007,33487
Construction,2023,EDU_ASSISTANCE,0.02096057328195475,0.3356521110824319,0.9502066161309777,31555
Construction,2023,PAID LEAVE,-0.17492973917702193,0.20312905257112016,0.3891414572756182,31555
Construction,2023,HEALTH_WELLBEING,-0.5637555110895169,0.46106851124635373,0.2214372559208755,31555
Construction,2023,PARENTAL_LEAVE,0.9460688888097466,0.29403770966941667,0.0012930910554368607,31555
Construction,2023,CULTURE,0.3366824752264353,0.2723938438927,0.2164535362549288,31555
Construction,2023,REMOTE_KW,0.843199092294814,0.288945888962772,0.003520694063647032,31555
Construction,2024,EDU_ASSISTANCE,0.029771424165757118,0.2579556430848732,0.9081178074768057,31758
Construction,2024,PAID LEAVE,0.06180799830827218,0.1535065070015286,0.6872124159974693,31758
Construction,2024,HEALTH_WELLBEING,0.09615417081328057,0.25816797279959564,0.7095592474025616,31758
Construction,2024,PARENTAL_LEAVE,-0.05987801109367033,0.31516657198742254,0.8493181748187171,31758
Construction,2024,CULTURE,0.5767525057839058,0.18655883230846312,0.0019912685688431076,31758
Construction,2024,REMOTE_KW,0.5323203410510313,0.256204069825986,0.037735148274465675,31758
Construction,2025,EDU_ASSISTANCE,0.09550990786986738,0.17551185467719227,0.5863181354931658,34093
Construction,2025,PAID LEAVE,-0.3026397667440763,0.11182270586451443,0.006801194304576649,34093
Construction,2025,HEALTH_WELLBEING,-0.3224913808367243,0.22780444249407708,0.15687797628076638,34093
Construction,2025,PARENTAL_LEAVE,0.18123369480940393,0.18318563623295,0.3224946370912538,34093
Construction,2025,CULTURE,0.35036393914739866,0.14908103443923684,0.018765459347156968,34093
Construction,2025,REMOTE_KW,1.601999116432402,0.13425925037922537,8.048523619362427e-33,34093
Educational Services,2018,PAID LEAVE,0.3574546183661051,0.17366838643733903,0.039565222999773886,46342
Educational Services,2018,HEALTH_WELLBEING,-0.7264329321116322,0.5046543586280658,0.15001845723343296,46342
Educational Services,2018,CULTURE,0.3337552921676409,0.14711985406932857,0.02329299623130125,46342
Educational Services,2018,REMOTE_KW,-0.33634826757846426,0.5053673845582497,0.5056975032308715,46342
Educational Services,2019,EDU_ASSISTANCE,0.600752089796054,0.1914988750244143,0.0017062497537149157,51377
Educational Services,2019,PAID LEAVE,-0.005420208644856457,0.15345242371318127,0.9718231775730269,51377
Educational Services,2019,HEALTH_WELLBEING,0.6088189655567247,0.22667444298553327,0.00723403892651657,51377
Educational Services,2019,PARENTAL_LEAVE,-0.3262801539320372,0.5826756165050054,0.575500732991641,51377
Educational Services,2019,CULTURE,0.17679796789821542,0.116931034559527,0.1305376837238515,51377
Educational Services,2019,REMOTE_KW,-0.19005778172784385,0.33867793470257823,0.5746778580320697,51377
Educational Services,2020,EDU_ASSISTANCE,1.1172666595071687,0.1549287499849483,5.534415079859583e-13,45336
Educational Services,2020,PAID LEAVE,0.5880873782730751,0.12380507970192312,2.033090237345204e-06,45336
Educational Services,2020,HEALTH_WELLBEING,1.27197079020943,0.18333288927006705,3.97579138266131e-12,45336
Educational Services,2020,CULTURE,0.4399779139383533,0.10788274366937411,4.536670974478331e-05,45336
Educational Services,2020,REMOTE_KW,0.6919020311541357,0.1697952027793427,4.602997770579139e-05,45336
Educational Services,2021,EDU_ASSISTANCE,0.9426559821026598,0.11838385829815282,1.683156441402679e-15,62235
Educational Services,2021,PAID LEAVE,0.794261606261099,0.08760043168183121,1.224864545447153e-19,62235
Educational Services,2021,HEALTH_WELLBEING,1.5203036021290142,0.12890677360751862,4.2003468173075806e-32,62235
Educational Services,2021,PARENTAL_LEAVE,0.6770621515801932,0.21586753499143754,0.0017099464872522723,62235
Educational Services,2021,CULTURE,0.37581882876165823,0.08454030634795764,8.771230744191432e-06,62235
Educational Services,2021,REMOTE_KW,0.5802817731987654,0.12352459623534129,2.631046095885917e-06,62235
Educational Services,2022,EDU_ASSISTANCE,1.0066143062601165,0.08929056455934867,1.7744077748873933e-29,82006
Educational Services,2022,PAID LEAVE,0.5056664144222763,0.07258534880619924,3.2490438878299375e-12,82006
Educational Services,2022,HEALTH_WELLBEING,1.27438996419243,0.09967407119366356,1.9740632945472866e-37,82006
Educational Services,2022,PARENTAL_LEAVE,-0.10152235268942315,0.2132056042315193,0.6339524680948494,82006
Educational Services,2022,CULTURE,0.23810791713125312,0.06580271073870793,0.0002963014377752737,82006
Educational Services,2022,REMOTE_KW,0.6166215188211827,0.08472866932859671,3.3980649998040827e-13,82006
Educational Services,2023,EDU_ASSISTANCE,0.9299953624791282,0.07984353701698903,2.3567332244783446e-31,80466
Educational Services,2023,PAID LEAVE,0.5126946463709174,0.06624075488382186,9.952070443709228e-15,80466
Educational Services,2023,HEALTH_WELLBEING,0.7626833511483186,0.10560026913510596,5.109231427519294e-13,80466
Educational Services,2023,PARENTAL_LEAVE,0.4176768680831615,0.1379899539358723,0.002471048462026739,80466
Educational Services,2023,CULTURE,0.448241837871108,0.06185591185590838,4.275275315809285e-13,80466
Educational Services,2023,REMOTE_KW,0.6307612537759745,0.08431804244304736,7.390592683672382e-14,80466
Educational Services,2024,EDU_ASSISTANCE,0.34014824581772196,0.09416609704421147,0.00030359197294454256,71638
Educational Services,2024,PAID LEAVE,0.42005276850025547,0.06479843164610938,9.024337794294196e-11,71638
Educational Services,2024,HEALTH_WELLBEING,0.846000368331635,0.09604253791668413,1.2671768102157579e-18,71638
Educational Services,2024,PARENTAL_LEAVE,0.03621449245833922,0.1409546299932895,0.797238181807402,71638
Educational Services,2024,CULTURE,0.4693086309572315,0.062239522852420515,4.6866297109054174e-14,71638
Educational Services,2024,REMOTE_KW,0.8265212056821205,0.07935921218395257,2.119375671962528e-25,71638
Educational Services,2025,EDU_ASSISTANCE,0.28193598624657035,0.09133047844438148,0.0020219653906466814,68425
Educational Services,2025,PAID LEAVE,0.46603204111473445,0.058680953609918166,1.9927782040730308e-15,68425
Educational Services,2025,HEALTH_WELLBEING,0.4622373944578751,0.0963757375002143,1.6170314595858067e-06,68425
Educational Services,2025,PARENTAL_LEAVE,0.230306294134562,0.11495311586054195,0.045125768346883824,68425
Educational Services,2025,CULTURE,0.35219027191767677,0.06561689368545603,7.989220844794109e-08,68425
Educational Services,2025,REMOTE_KW,1.0014348157675468,0.07152934200254397,1.5513573429246164e-44,68425
Finance and Insurance,2018,EDU_ASSISTANCE,0.15475467284938682,0.09090032443469301,0.0886681269916348,70739
Finance and Insurance,2018,PAID LEAVE,-0.016963300883156788,0.154973972475103,0.9128384148576052,70739
Finance and Insurance,2018,HEALTH_WELLBEING,-0.4077918425530744,0.2544904867997328,0.1090704095505027,70739
Finance and Insurance,2018,PARENTAL_LEAVE,0.8570671452556904,0.22742177170959785,0.00016414994034615705,70739
Finance and Insurance,2018,CULTURE,0.48791558493031933,0.10197240928785324,1.7117438190055837e-06,70739
Finance and Insurance,2018,REMOTE_KW,-0.5592138143347,0.13195807406035284,2.2570632112142447e-05,70739
Finance and Insurance,2019,EDU_ASSISTANCE,0.08323651703506503,0.1520780475589232,0.5841536662294504,64659
Finance and Insurance,2019,PAID LEAVE,-0.1491963193556414,0.13869676770383282,0.28206078189634687,64659
Finance and Insurance,2019,HEALTH_WELLBEING,-0.2977011268120709,0.21326258467185816,0.16273347569374597,64659
Finance and Insurance,2019,PARENTAL_LEAVE,0.1300445162959777,0.2737488447386977,0.634751003234167,64659
Finance and Insurance,2019,CULTURE,0.588341920902339,0.0921493172272961,1.7178038665751866e-10,64659
Finance and Insurance,2019,REMOTE_KW,-0.5294103224636294,0.1404904757971449,0.00016436280485216878,64659
Finance and Insurance,2020,EDU_ASSISTANCE,-0.25209591352607985,0.1652605016143221,0.12714797959968632,57967
Finance and Insurance,2020,PAID LEAVE,-0.25289458487472494,0.13104846332596282,0.0536342148693206,57967
Finance and Insurance,2020,HEALTH_WELLBEING,-0.6120327163716365,0.2415685695363229,0.011290473871990123,57967
Finance and Insurance,2020,PARENTAL_LEAVE,0.45656465920250916,0.23773737410591594,0.0548000642965518,57967
Finance and Insurance,2020,CULTURE,0.49365533510828646,0.09196695523124915,7.972634474437707e-08,57967
Finance and Insurance,2020,REMOTE_KW,-0.3413831126301423,0.10485248854026019,0.001130567350066896,57967
Finance and Insurance,2021,EDU_ASSISTANCE,-0.41531421171000665,0.1060105766458252,8.940984344409599e-05,75875
Finance and Insurance,2021,PAID LEAVE,-0.44004694765589364,0.06444822713002159,8.615824974562352e-12,75875
Finance and Insurance,2021,HEALTH_WELLBEING,-0.45855817882553945,0.0805374840228223,1.2429819952876846e-08,75875
Finance and Insurance,2021,PARENTAL_LEAVE,0.15177952638209555,0.13165281883166277,0.24896081269086145,75875
Finance and Insurance,2021,CULTURE,0.5862250222612918,0.054066178384313435,2.1592749691787306e-27,75875
Finance and Insurance,2021,REMOTE_KW,-0.14665366533434449,0.06534408012113553,0.024811190476547763,75875
Finance and Insurance,2022,EDU_ASSISTANCE,-0.3423524927721921,0.08168803120410094,2.7775832439356596e-05,82634
Finance and Insurance,2022,PAID LEAVE,-0.21785593361844052,0.051594866029787884,2.4167782508001945e-05,82634
Finance and Insurance,2022,HEALTH_WELLBEING,-0.1937158775877437,0.06264082359374136,0.001984875148000806,82634
Finance and Insurance,2022,PARENTAL_LEAVE,0.029043813079056843,0.0864839948707687,0.7369999982955048,82634
Finance and Insurance,2022,CULTURE,0.28648000286974573,0.0458718905131602,4.2320668696586684e-10,82634
