Benefit,Occupation,Year,AI Coefficient,Error,P-Value
EDU_ASSISTANCE,"Life, Physical, and Social Science Occupations",2018,-0.5043588295046894,0.4173848237077236,0.227
EDU_ASSISTANCE,"Life, Physical, and Social Science Occupations",2023,0.1263128894094577,0.1526626398851317,0.408
EDU_ASSISTANCE,Management Occupations,2019,-0.6860407452614822,0.1409955047194262,0.0
EDU_ASSISTANCE,Management Occupations,2021,-0.5123908140927534,0.0820556725427757,0.0
EDU_ASSISTANCE,Management Occupations,2022,-0.5495740103031342,0.0691838931828827,0.0
EDU_ASSISTANCE,Management Occupations,2020,-0.7426259795382668,0.133732163637351,0.0
EDU_ASSISTANCE,Management Occupations,2018,-0.535074988981365,0.134040012900148,0.0
EDU_ASSISTANCE,Management Occupations,2023,-0.0846599796598234,0.0599386169715372,0.158
EDU_ASSISTANCE,Office and Administrative Support Occupations,2019,-0.4109354322144811,0.2820753405207602,0.145
EDU_ASSISTANCE,Office and Administrative Support Occupations,2021,-0.4012810198376032,0.1843857468331126,0.03
EDU_ASSISTANCE,Office and Administrative Support Occupations,2022,-0.3429660921046162,0.1477195100586143,0.02
EDU_ASSISTANCE,Office and Administrative Support Occupations,2020,-0.5248047358823649,0.3215682127665376,0.103
EDU_ASSISTANCE,Office and Administrative Support Occupations,2018,0.0518378015115439,0.2735338231525297,0.85
EDU_ASSISTANCE,Office and Administrative Support Occupations,2023,-0.3188570034070402,0.1481457595546383,0.031
EDU_ASSISTANCE,Personal Care and Service Occupations,2019,-48.17329181980437,44902307288.48544,1.0
EDU_ASSISTANCE,Personal Care and Service Occupations,2021,-19.057773370899923,15358.06599474612,0.999
EDU_ASSISTANCE,Personal Care and Service Occupations,2022,0.2933563528813205,0.6115787679140918,0.631
EDU_ASSISTANCE,Personal Care and Service Occupations,2020,,,
EDU_ASSISTANCE,Personal Care and Service Occupations,2018,-18.22527422589338,16907.831906551186,0.999
EDU_ASSISTANCE,Personal Care and Service Occupations,2023,0.7808566948750829,0.5431582766592681,0.151
EDU_ASSISTANCE,Production Occupations,2019,0.6433791950014774,0.3507350593792178,0.067
EDU_ASSISTANCE,Production Occupations,2021,0.1377201293731917,0.2541920602970378,0.588
EDU_ASSISTANCE,Production Occupations,2022,-0.1040075551565587,0.2074765252652349,0.616
EDU_ASSISTANCE,Production Occupations,2020,1.0272477092906318,0.2667699011450072,0.0
EDU_ASSISTANCE,Production Occupations,2018,0.9262094665045468,0.3352225663677096,0.006
EDU_ASSISTANCE,Production Occupations,2023,0.3361899847045669,0.1891337960399577,0.075
EDU_ASSISTANCE,Sales and Related Occupations,2019,-1.3818533828394592,0.356495733606378,0.0
EDU_ASSISTANCE,Sales and Related Occupations,2021,-0.8392050807784188,0.1928552082744454,0.0
EDU_ASSISTANCE,Sales and Related Occupations,2022,-0.4095523980146057,0.1403128565367656,0.004
EDU_ASSISTANCE,Sales and Related Occupations,2020,-1.6829526137617383,0.410892319196489,0.0
EDU_ASSISTANCE,Sales and Related Occupations,2018,-1.15933556164677,0.3370884171976371,0.001
EDU_ASSISTANCE,Sales and Related Occupations,2023,-0.5706950922578028,0.163362440761221,0.0
EDU_ASSISTANCE,Transportation and Material Moving Occupations,2019,-14.053172976887597,826.3249872743604,0.986
EDU_ASSISTANCE,Transportation and Material Moving Occupations,2021,,,
EDU_ASSISTANCE,Transportation and Material Moving Occupations,2022,-0.4876167405414647,0.3703531869598289,0.188
EDU_ASSISTANCE,Transportation and Material Moving Occupations,2020,-0.0119332312812687,0.729112304046435,0.987
EDU_ASSISTANCE,Transportation and Material Moving Occupations,2018,0.1823275263726556,0.6010779584007185,0.762
EDU_ASSISTANCE,Transportation and Material Moving Occupations,2023,-0.2487362148940022,0.3664585055969879,0.497
WLB,Architecture and Engineering Occupations,2019,-0.1551733050638245,0.1128137229471022,0.169
WLB,Architecture and Engineering Occupations,2021,-0.4715601194534753,0.0953430616293542,0.0
WLB,Architecture and Engineering Occupations,2022,-0.3176755417355165,0.0705658947835911,0.0
WLB,Architecture and Engineering Occupations,2020,-0.3720281688601253,0.120591029687868,0.002
WLB,Architecture and Engineering Occupations,2018,-0.2932828692908163,0.1544692683615671,0.058
WLB,Architecture and Engineering Occupations,2023,-0.0870972508179074,0.067821533407843,0.199
WLB,"Arts, Design, Entertainment, Sports, and Media Occupations",2019,-0.0803076532249,0.1896032519841864,0.672
WLB,"Arts, Design, Entertainment, Sports, and Media Occupations",2021,-0.1680993016483623,0.1400739467491713,0.23
WLB,"Arts, Design, Entertainment, Sports, and Media Occupations",2022,0.1629414203650938,0.1059516312246767,0.124
WLB,"Arts, Design, Entertainment, Sports, and Media Occupations",2020,-0.3512809555687472,0.2211679325316219,0.112
WLB,"Arts, Design, Entertainment, Sports, and Media Occupations",2018,-0.0447166903584715,0.2657257449925612,0.866
WLB,"Arts, Design, Entertainment, Sports, and Media Occupations",2023,-0.0703863422607075,0.1053613221425471,0.504
WLB,Business and Financial Operations Occupations,2019,-0.2058841704495541,0.0716144248447139,0.004
WLB,Business and Financial Operations Occupations,2021,-0.1471040966274151,0.0451400033677514,0.001
WLB,Business and Financial Operations Occupations,2022,-0.2547447612804138,0.039848571170575,0.0
WLB,Business and Financial Operations Occupations,2020,-0.4308062115536259,0.0701633734828962,0.0
WLB,Business and Financial Operations Occupations,2018,-0.0583223700220396,0.0766542944360662,0.447
WLB,Business and Financial Operations Occupations,2023,-0.1867786395143733,0.0456120211021072,0.0
WLB,Community and Social Service Occupations,2019,-1.0896177281593833,0.4673854474117859,0.02
WLB,Community and Social Service Occupations,2021,-1.4937458806620787,0.4003787088616812,0.0
WLB,Community and Social Service Occupations,2022,-0.7703729569756016,0.2271230195682124,0.001
WLB,Community and Social Service Occupations,2020,-0.6861008403170261,0.412239784559186,0.096
WLB,Community and Social Service Occupations,2018,0.2173430065932109,0.3881314836409703,0.575
WLB,Community and Social Service Occupations,2023,-0.1549391848659045,0.224625768069262,0.49
WLB,Computer and Mathematical Occupations,2019,0.033991375581676,0.0308299429768672,0.27
WLB,Computer and Mathematical Occupations,2021,0.0468526926827261,0.0229035403189771,0.041
WLB,Computer and Mathematical Occupations,2022,0.080956023800083,0.0185044006268608,0.0
WLB,Computer and Mathematical Occupations,2020,-0.0717277780958632,0.0324633017375913,0.027
WLB,Computer and Mathematical Occupations,2018,0.1378689369505517,0.03493858707248,0.0
WLB,Computer and Mathematical Occupations,2023,0.1388869544137367,0.0218483176375528,0.0
WLB,Educational Instruction and Library Occupations,2019,-0.1057588415170389,0.233529389063265,0.651
WLB,Educational Instruction and Library Occupations,2021,-0.3962487078471032,0.1968214736050884,0.044
WLB,Educational Instruction and Library Occupations,2022,-0.3633074893654424,0.1546936814924747,0.019
WLB,Educational Instruction and Library Occupations,2020,-0.2912644175145497,0.2662917521640543,0.274
WLB,Educational Instruction and Library Occupations,2018,-1.1737308410396563,0.5099163044272164,0.021
WLB,Educational Instruction and Library Occupations,2023,0.0659446369924092,0.1188688421709135,0.579
WLB,Healthcare Practitioners and Technical Occupations,2019,-0.3180895578795673,0.2384621440096896,0.182
WLB,Healthcare Practitioners and Technical Occupations,2021,-0.8753385699952808,0.1778552344947197,0.0
WLB,Healthcare Practitioners and Technical Occupations,2022,-0.6237776983179211,0.1612379876622217,0.0
WLB,Healthcare Practitioners and Technical Occupations,2020,-0.4421458169868863,0.2256378406074869,0.05
WLB,Healthcare Practitioners and Technical Occupations,2018,-0.3989914497607453,0.2781544366492052,0.151
WLB,Healthcare Practitioners and Technical Occupations,2023,-0.453913410970106,0.1491041122294611,0.002
WLB,Legal Occupations,2019,-0.8653593471695044,0.4670378170810711,0.064
WLB,Legal Occupations,2021,-0.6568152911685821,0.2716240673489694,0.016
WLB,Legal Occupations,2022,-0.0914511411549774,0.2215421686438847,0.68
WLB,Legal Occupations,2020,-1.0880023786322186,0.527413651834126,0.039
WLB,Legal Occupations,2018,0.3484135473311031,0.4132062652236445,0.399
WLB,Legal Occupations,2023,-0.1229664978564649,0.2207275599654516,0.577
WLB,"Life, Physical, and Social Science Occupations",2019,-0.2994515957155146,0.1818820228202934,0.1
WLB,"Life, Physical, and Social Science Occupations",2021,-0.4613886002614006,0.1266007252829991,0.0
WLB,"Life, Physical, and Social Science Occupations",2022,-0.322903517601306,0.0952679578333572,0.001
WLB,"Life, Physical, and Social Science Occupations",2020,-0.4090610019721014,0.1806568536228916,0.024
WLB,"Life, Physical, and Social Science Occupations",2018,-0.3925956820581148,0.2469667764003675,0.112
WLB,"Life, Physical, and Social Science Occupations",2023,-0.3767387744626859,0.1067818150271463,0.0
WLB,Management Occupations,2019,-0.5694511067292073,0.0728081842493343,0.0
WLB,Management Occupations,2021,-0.6222636442497095,0.0456006947444318,0.0
WLB,Management Occupations,2022,-0.4229004146157202,0.0366140046310393,0.0
WLB,Management Occupations,2020,-0.7664649025619488,0.0683197969346739,0.0
WLB,Management Occupations,2018,-0.3010695101668271,0.0806800822201852,0.0
WLB,Management Occupations,2023,-0.2388772021732225,0.0396920113643826,0.0
WLB,Office and Administrative Support Occupations,2019,-0.3193206407056121,0.1413997704107503,0.024
WLB,Office and Administrative Support Occupations,2021,-0.2509521194680346,0.0896097209388762,0.005
WLB,Office and Administrative Support Occupations,2022,-0.4714368060796058,0.0812022469954104,0.0
WLB,Office and Administrative Support Occupations,2020,-0.2367166102152725,0.1359372599427866,0.082
WLB,Office and Administrative Support Occupations,2018,-0.0430818070276981,0.1694642665685638,0.799
WLB,Office and Administrative Support Occupations,2023,-0.4436451761729706,0.085947003509053,0.0
WLB,Personal Care and Service Occupations,2019,-0.0857563636188789,0.7672486936450168,0.911
WLB,Personal Care and Service Occupations,2021,-0.4094633649311007,0.6279304634692262,0.514
WLB,Personal Care and Service Occupations,2022,-2.08987687458272,0.7293603394847799,0.004
WLB,Personal Care and Service Occupations,2020,-0.9067868377145224,1.041231100097505,0.384
WLB,Personal Care and Service Occupations,2018,-0.1692461357380897,1.0579422007756052,0.873
WLB,Personal Care and Service Occupations,2023,-0.2343193379253522,0.4125295105837095,0.57
WLB,Production Occupations,2019,-0.2898335215398901,0.2945353523483253,0.325
WLB,Production Occupations,2021,-0.4464617965072341,0.1790504607124735,0.013
WLB,Production Occupations,2022,-0.2721453811357507,0.1409015378608984,0.053
WLB,Production Occupations,2020,-0.1446376290932731,0.2365306900728551,0.541
WLB,Production Occupations,2018,-0.1936876362596906,0.3321021502445305,0.56
WLB,Production Occupations,2023,-0.2760485000402138,0.1502939698511864,0.066
WLB,Sales and Related Occupations,2019,-0.4328870394800337,0.1337569921646407,0.001
WLB,Sales and Related Occupations,2021,-0.2927194062498495,0.0835610563059383,0.0
WLB,Sales and Related Occupations,2022,-0.2760174575007695,0.0773816990873643,0.0
WLB,Sales and Related Occupations,2020,-0.4203291864786205,0.1159792693053082,0.0
WLB,Sales and Related Occupations,2018,-0.2036325064184632,0.150025659644142,0.175
WLB,Sales and Related Occupations,2023,-0.2317684461762022,0.0866329866839836,0.007
WLB,Transportation and Material Moving Occupations,2019,-0.5939133444920305,0.5368116345098709,0.269
WLB,Transportation and Material Moving Occupations,2021,-1.4878810548502577,0.2868629648895084,0.0
WLB,Transportation and Material Moving Occupations,2022,-0.5226234515685958,0.2154747957504558,0.015
WLB,Transportation and Material Moving Occupations,2020,-0.4662387040457824,0.400911443481566,0.245
WLB,Transportation and Material Moving Occupations,2018,-0.9959163651283583,0.5266783042302636,0.059
WLB,Transportation and Material Moving Occupations,2023,-0.6036897624037324,0.243283931519483,0.013
PAID_LEAVE,Architecture and Engineering Occupations,2019,-0.3035563161839383,0.1257368969659814,0.016
PAID_LEAVE,Architecture and Engineering Occupations,2021,-0.6054461548584085,0.1034148178691135,0.0
PAID_LEAVE,Architecture and Engineering Occupations,2022,-0.4139917366736262,0.0751605815417852,0.0
PAID_LEAVE,Architecture and Engineering Occupations,2020,-0.5165116752057569,0.134353213562726,0.0
PAID_LEAVE,Architecture and Engineering Occupations,2018,-0.300995256330704,0.1647948225620136,0.068
PAID_LEAVE,Architecture and Engineering Occupations,2023,-0.2058332008325058,0.0710832407225938,0.004
PAID_LEAVE,"Arts, Design, Entertainment, Sports, and Media Occupations",2019,-0.0551603075279807,0.1968167272921744,0.779
PAID_LEAVE,"Arts, Design, Entertainment, Sports, and Media Occupations",2021,-0.2936811381069126,0.1492922273385342,0.049
PAID_LEAVE,"Arts, Design, Entertainment, Sports, and Media Occupations",2022,0.021570933797764,0.1123467509356653,0.848
PAID_LEAVE,"Arts, Design, Entertainment, Sports, and Media Occupations",2020,-0.330743666083327,0.2256468270529598,0.143
PAID_LEAVE,"Arts, Design, Entertainment, Sports, and Media Occupations",2018,0.0287001244304004,0.2706499584921688,0.916
PAID_LEAVE,"Arts, Design, Entertainment, Sports, and Media Occupations",2023,-0.1627533907128593,0.1094806080628329,0.137
PAID_LEAVE,Business and Financial Operations Occupations,2019,-0.2227920883032161,0.0753612137005339,0.003
PAID_LEAVE,Business and Financial Operations Occupations,2021,-0.1386025669776666,0.0463221847894742,0.003
PAID_LEAVE,Business and Financial Operations Occupations,2022,-0.2693485970594674,0.0410806216700327,0.0
PAID_LEAVE,Business and Financial Operations Occupations,2020,-0.449758432901352,0.0734096593236557,0.0
PAID_LEAVE,Business and Financial Operations Occupations,2018,-0.0557338923595059,0.0806024748994346,0.489
PAID_LEAVE,Business and Financial Operations Occupations,2023,-0.1914974668366062,0.046450179723862,0.0
PAID_LEAVE,Community and Social Service Occupations,2019,-1.0200386063566091,0.4675174164964462,0.029
PAID_LEAVE,Community and Social Service Occupations,2021,-2.047150471158278,0.5164964026081116,0.0
PAID_LEAVE,Community and Social Service Occupations,2022,-0.9123416017764308,0.2426041524672748,0.0
PAID_LEAVE,Community and Social Service Occupations,2020,-0.6194077010909685,0.412129214448817,0.133
PAID_LEAVE,Community and Social Service Occupations,2018,0.2957660980626778,0.38836020168859,0.446
PAID_LEAVE,Community and Social Service Occupations,2023,-0.1626311249148895,0.2284226471053336,0.476
PAID_LEAVE,Computer and Mathematical Occupations,2019,0.0057293464734448,0.0325789753289022,0.86
PAID_LEAVE,Computer and Mathematical Occupations,2021,0.0107199647862238,0.0240656499290231,0.656
PAID_LEAVE,Computer and Mathematical Occupations,2022,0.0131523441939496,0.019430630574991,0.498
PAID_LEAVE,Computer and Mathematical Occupations,2020,-0.0953211502702886,0.0342008129857873,0.005
PAID_LEAVE,Computer and Mathematical Occupations,2018,0.1125897890446608,0.0370678668059574,0.002
PAID_LEAVE,Computer and Mathematical Occupations,2023,0.1372777875328747,0.0222891858939625,0.0
PAID_LEAVE,Educational Instruction and Library Occupations,2019,-0.3844549212822717,0.2719756671305723,0.157
PAID_LEAVE,Educational Instruction and Library Occupations,2021,-1.046245789250686,0.268887749341979,0.0
PAID_LEAVE,Educational Instruction and Library Occupations,2022,-0.5488068607551232,0.1724702388200943,0.001
PAID_LEAVE,Educational Instruction and Library Occupations,2020,-0.7138849656504145,0.329726889935986,0.03
PAID_LEAVE,Educational Instruction and Library Occupations,2018,-1.3842053077454388,0.5866920221805959,0.018
PAID_LEAVE,Educational Instruction and Library Occupations,2023,-0.1672264840839247,0.1313903044634847,0.203
PAID_LEAVE,Healthcare Practitioners and Technical Occupations,2019,-0.3419156622492335,0.2498898411654723,0.171
PAID_LEAVE,Healthcare Practitioners and Technical Occupations,2021,-0.8799199414263013,0.1842859487113017,0.0
PAID_LEAVE,Healthcare Practitioners and Technical Occupations,2022,-0.6254382184715513,0.1653159426313974,0.0
PAID_LEAVE,Healthcare Practitioners and Technical Occupations,2020,-0.3585361506018523,0.226198654674764,0.113
PAID_LEAVE,Healthcare Practitioners and Technical Occupations,2018,-0.378218016268112,0.2879573610008701,0.189
PAID_LEAVE,Healthcare Practitioners and Technical Occupations,2023,-0.5335544217365591,0.1563009262259392,0.001
PAID_LEAVE,Legal Occupations,2019,-0.7839932471590494,0.4673356302630033,0.093
PAID_LEAVE,Legal Occupations,2021,-0.7349330485699435,0.2858166786761913,0.01
PAID_LEAVE,Legal Occupations,2022,-0.0090675537675459,0.2218940711076253,0.967
PAID_LEAVE,Legal Occupations,2020,-1.336674560869651,0.6009169187873697,0.026
PAID_LEAVE,Legal Occupations,2018,0.2587441813233348,0.4414514126545006,0.558
PAID_LEAVE,Legal Occupations,2023,-0.0256805441793062,0.2208313309600182,0.907
PAID_LEAVE,"Life, Physical, and Social Science Occupations",2019,-0.640131176040621,0.214903972358913,0.003
PAID_LEAVE,"Life, Physical, and Social Science Occupations",2021,-0.5211319414187203,0.1378079373579494,0.0
PAID_LEAVE,"Life, Physical, and Social Science Occupations",2022,-0.4772969964676818,0.1051261222634396,0.0
PAID_LEAVE,"Life, Physical, and Social Science Occupations",2020,-0.7117004777170814,0.2138386807890067,0.001
PAID_LEAVE,"Life, Physical, and Social Science Occupations",2018,-0.5513291847595482,0.277399889655255,0.047
PAID_LEAVE,"Life, Physical, and Social Science Occupations",2023,-0.2747747161061872,0.1141346997927706,0.016
PAID_LEAVE,Management Occupations,2019,-0.619205831648311,0.0767443771201898,0.0
PAID_LEAVE,Management Occupations,2021,-0.6681560625016704,0.0474171622834251,0.0
PAID_LEAVE,Management Occupations,2022,-0.4840612547354615,0.0381273986272056,0.0
PAID_LEAVE,Management Occupations,2020,-0.8494501535249732,0.0726002538136377,0.0
PAID_LEAVE,Management Occupations,2018,-0.3199999742780613,0.0846626525502437,0.0
PAID_LEAVE,Management Occupations,2023,-0.2321623678480334,0.0400845220095834,0.0
PAID_LEAVE,Office and Administrative Support Occupations,2019,-0.4103726071270963,0.149760970775612,0.006
PAID_LEAVE,Office and Administrative Support Occupations,2021,-0.4071984403291194,0.0950272812781851,0.0
PAID_LEAVE,Office and Administrative Support Occupations,2022,-0.5137854035195448,0.0834916044118706,0.0
PAID_LEAVE,Office and Administrative Support Occupations,2020,-0.2945954419114265,0.1402932452891551,0.036
PAID_LEAVE,Office and Administrative Support Occupations,2018,-0.0919722227915786,0.1778587644398987,0.605
PAID_LEAVE,Office and Administrative Support Occupations,2023,-0.4792910097405328,0.0875627184579224,0.0
PAID_LEAVE,Personal Care and Service Occupations,2019,,,
PAID_LEAVE,Personal Care and Service Occupations,2021,-0.2807313279707793,0.629166402145865,0.655
PAID_LEAVE,Personal Care and Service Occupations,2022,-2.0137676760106245,0.7301283078313348,0.006
PAID_LEAVE,Personal Care and Service Occupations,2020,-0.7473486864647857,1.0431953149427933,0.474
PAID_LEAVE,Personal Care and Service Occupations,2018,-0.0521631601962622,1.057231524965046,0.961
PAID_LEAVE,Personal Care and Service Occupations,2023,-0.359683782031395,0.4321654898253343,0.405
PAID_LEAVE,Production Occupations,2019,-0.4196228048996624,0.3173669759915046,0.186
PAID_LEAVE,Production Occupations,2021,-0.4049788480327598,0.1791254911736604,0.024
PAID_LEAVE,Production Occupations,2022,-0.2950607901489879,0.143182370853659,0.039
PAID_LEAVE,Production Occupations,2020,-0.1092515737198112,0.2367243083143144,0.644
PAID_LEAVE,Production Occupations,2018,-0.1517284523710401,0.3322068023946626,0.648
PAID_LEAVE,Production Occupations,2023,-0.3278135410280542,0.1533498156249881,0.033
PAID_LEAVE,Sales and Related Occupations,2019,-0.4449653285427068,0.1398989171186439,0.001
PAID_LEAVE,Sales and Related Occupations,2021,-0.4286167158210721,0.0900910694820518,0.0
PAID_LEAVE,Sales and Related Occupations,2022,-0.346723608723861,0.0811692389138313,0.0
PAID_LEAVE,Sales and Related Occupations,2020,-0.6390878629096778,0.1294404252995568,0.0
PAID_LEAVE,Sales and Related Occupations,2018,-0.2546572788959234,0.1589132963454738,0.109
PAID_LEAVE,Sales and Related Occupations,2023,-0.2469261756359222,0.0880321297201448,0.005
PAID_LEAVE,Transportation and Material Moving Occupations,2019,-0.5540214411164347,0.5369126099882997,0.302
PAID_LEAVE,Transportation and Material Moving Occupations,2021,-1.5579258921618695,0.296124633159676,0.0
PAID_LEAVE,Transportation and Material Moving Occupations,2022,-0.5986893538296051,0.2207759257246402,0.007
PAID_LEAVE,Transportation and Material Moving Occupations,2020,-0.6101279429245947,0.4216419071053194,0.148
PAID_LEAVE,Transportation and Material Moving Occupations,2018,-0.9678393854457008,0.5266832983886652,0.066
PAID_LEAVE,Transportation and Material Moving Occupations,2023,-0.5853086521261325,0.2433340033305135,0.016
HEALTH_WELLBEING,Architecture and Engineering Occupations,2019,-0.5901141946896461,0.2727147262490358,0.03
HEALTH_WELLBEING,Architecture and Engineering Occupations,2021,-0.54586547333676,0.2181648202560018,0.012
HEALTH_WELLBEING,Architecture and Engineering Occupations,2022,-0.7885571255024013,0.1833841125938672,0.0
HEALTH_WELLBEING,Architecture and Engineering Occupations,2020,-0.5204769864009908,0.3079785507738603,0.091
HEALTH_WELLBEING,Architecture and Engineering Occupations,2018,0.2643789208862074,0.2957023804179212,0.371
HEALTH_WELLBEING,Architecture and Engineering Occupations,2023,-0.2583979076157351,0.1395177911323985,0.064
HEALTH_WELLBEING,"Arts, Design, Entertainment, Sports, and Media Occupations",2019,2.0073852124626144,0.1780740681764263,0.0
HEALTH_WELLBEING,"Arts, Design, Entertainment, Sports, and Media Occupations",2021,-0.4879534275489899,0.3601719863794977,0.175
HEALTH_WELLBEING,"Arts, Design, Entertainment, Sports, and Media Occupations",2022,0.4824380571687567,0.1775498864889968,0.007
HEALTH_WELLBEING,"Arts, Design, Entertainment, Sports, and Media Occupations",2020,0.1178961770858879,0.4560639720819628,0.796
HEALTH_WELLBEING,"Arts, Design, Entertainment, Sports, and Media Occupations",2018,0.4428044312378591,0.4618613956544171,0.338
HEALTH_WELLBEING,"Arts, Design, Entertainment, Sports, and Media Occupations",2023,-0.491722871236938,0.2244161519047794,0.028
HEALTH_WELLBEING,Business and Financial Operations Occupations,2019,-0.0514662434858225,0.1406781994562972,0.714
HEALTH_WELLBEING,Business and Financial Operations Occupations,2021,0.179272572616036,0.0766442880399477,0.019
HEALTH_WELLBEING,Business and Financial Operations Occupations,2022,-0.1021914553488786,0.0708520580249087,0.149
HEALTH_WELLBEING,Business and Financial Operations Occupations,2020,-0.0796116745402197,0.1465031132591332,0.587
