period,benefit,benefit_label,specification,status,ai_role_coef,ai_role_se,ai_role_pvalue,lower_ci,upper_ci,nobs,pseudo_r2,converged,detail
2021,EDU_ASSISTANCE,Tuition Assistance,yearly_model1_ai_role_naics3_fe,ok,-0.23669383508454864,0.03509231841399987,1.531427755050639e-11,-0.3054747791759884,-0.16791289099310888,1398000.0,0.05062200868407041,True,
2021,PAID LEAVE,Paid Leave,yearly_model1_ai_role_naics3_fe,ok,-0.3995009539411827,0.021493031409115914,4.059197008025058e-77,-0.44162729550304985,-0.3573746123793155,1398000.0,0.031610948783236004,True,
2021,HEALTH_WELLBEING,Health and Wellbeing,yearly_model1_ai_role_naics3_fe,ok,0.0580147895963287,0.03884750747657059,0.13533303870578992,-0.018126325057749658,0.13415590425040705,1398000.0,0.07254943984715878,True,
2021,PARENTAL_LEAVE,Parental Leave,yearly_model1_ai_role_naics3_fe,ok,0.370596042066548,0.03484773360515118,2.0543525272866477e-26,0.3022944842004517,0.4388975999326443,1398000.0,0.060970484330782004,True,
2021,CULTURE,Workplace Culture,yearly_model1_ai_role_naics3_fe,ok,0.71343967017349,0.02012859827047262,3.5783967893205094e-275,0.6739876175633637,0.7528917227836163,1398000.0,0.07313227378814102,True,
2021,REMOTE_KW,Remote Work,yearly_model1_ai_role_naics3_fe,ok,0.5707508903951157,0.023031787967300203,1.4367045666149744e-135,0.5256085859792073,0.6158931948110241,1398000.0,0.0921714682100393,True,
2022,EDU_ASSISTANCE,Tuition Assistance,yearly_model1_ai_role_naics3_fe,ok,-0.05532412224958423,0.026113119345305188,0.03412147558573768,-0.1065058361663824,-0.004142408332786063,1563042.0,0.04173212744529142,True,
2022,PAID LEAVE,Paid Leave,yearly_model1_ai_role_naics3_fe,ok,-0.2714757294914313,0.017103280969297183,9.789167057590124e-57,-0.30499816019125375,-0.2379532987916088,1563042.0,0.026402123991799198,True,
2022,HEALTH_WELLBEING,Health and Wellbeing,yearly_model1_ai_role_naics3_fe,ok,0.17369273043901765,0.030715829401609784,1.5600246610362254e-08,0.11348970481186246,0.23389575606617283,1563042.0,0.05117586969436594,True,
2022,PARENTAL_LEAVE,Parental Leave,yearly_model1_ai_role_naics3_fe,ok,0.37654766193007405,0.02622212042268511,9.232805923341147e-47,0.32515230590161126,0.42794301795853684,1563042.0,0.054259758002732084,True,
2022,CULTURE,Workplace Culture,yearly_model1_ai_role_naics3_fe,ok,0.6217401644780309,0.01630429700147323,0.0,0.5897837423551434,0.6536965866009185,1563042.0,0.07763021553066685,True,
2022,REMOTE_KW,Remote Work,yearly_model1_ai_role_naics3_fe,ok,0.7945482389369267,0.017800890207923612,0.0,0.7596584941293965,0.829437983744457,1563042.0,0.0911144967444294,True,
2023,EDU_ASSISTANCE,Tuition Assistance,yearly_model1_ai_role_naics3_fe,ok,0.09688225895607133,0.025714955831954003,0.0001648606839257455,0.046480945525441485,0.14728357238670117,1321415.0,0.038127365563500826,True,
2023,PAID LEAVE,Paid Leave,yearly_model1_ai_role_naics3_fe,ok,-0.08618489602133271,0.01814127215968223,2.0264990109817256e-06,-0.12174178945430988,-0.05062800258835554,1321415.0,0.019608128608242015,True,
2023,HEALTH_WELLBEING,Health and Wellbeing,yearly_model1_ai_role_naics3_fe,ok,0.2330813917118817,0.030351814492996843,1.5993133337542443e-14,0.17359183530560787,0.2925709481181555,1321415.0,0.03657669804317287,True,
2023,PARENTAL_LEAVE,Parental Leave,yearly_model1_ai_role_naics3_fe,ok,0.5290385021105584,0.0251485842956015,3.039268387464834e-98,0.4797472768911794,0.5783297273299373,1321415.0,0.050687675622782646,True,
2023,CULTURE,Workplace Culture,yearly_model1_ai_role_naics3_fe,ok,0.5875346982917126,0.01918705894973406,6.351938837573986e-206,0.5499280627502338,0.6251413338331914,1321415.0,0.056379843244640626,True,
2023,REMOTE_KW,Remote Work,yearly_model1_ai_role_naics3_fe,ok,0.8277541770117256,0.02053638424806424,0.0,0.7875028638855197,0.8680054901379315,1321415.0,0.09847855881411427,True,
2024,EDU_ASSISTANCE,Tuition Assistance,yearly_model1_ai_role_naics3_fe,ok,0.011457372683293178,0.0234095783323023,0.6245366130631758,-0.03442540084801933,0.05734014621460569,1228966.0,0.04429000122046256,True,
2024,PAID LEAVE,Paid Leave,yearly_model1_ai_role_naics3_fe,ok,-0.1739159782192881,0.01599147800103622,1.5075839491303285e-27,-0.20525927510131908,-0.1425726813372571,1228966.0,0.026178774960914808,True,
2024,HEALTH_WELLBEING,Health and Wellbeing,yearly_model1_ai_role_naics3_fe,ok,0.20314541629632335,0.026652283746112206,2.4965091511602614e-14,0.15090694015394343,0.2553838924387033,1228966.0,0.05809607993534682,True,
2024,PARENTAL_LEAVE,Parental Leave,yearly_model1_ai_role_naics3_fe,ok,0.4399610962437299,0.021447450394421867,1.6330743253957097e-93,0.39792409347066304,0.4819980990167968,1228966.0,0.08215586119132046,True,
2024,CULTURE,Workplace Culture,yearly_model1_ai_role_naics3_fe,ok,0.6964231519827436,0.01662263519963368,0.0,0.6638427869914616,0.7290035169740257,1228966.0,0.05003472676882481,True,
2024,REMOTE_KW,Remote Work,yearly_model1_ai_role_naics3_fe,ok,0.7252955461187663,0.018836280114232305,0.0,0.6883764370948711,0.7622146551426616,1228966.0,0.09823253897307971,True,
2025,EDU_ASSISTANCE,Tuition Assistance,yearly_model1_ai_role_naics3_fe,ok,-0.025476781750982138,0.017546621865561655,0.14651607680298,-0.059868160607482984,0.008914597105518705,1320554.0,0.05750425225000588,True,
2025,PAID LEAVE,Paid Leave,yearly_model1_ai_role_naics3_fe,ok,-0.14911602097207097,0.012144209603464596,1.1776747971435613e-34,-0.1729186717948616,-0.12531337014928035,1320554.0,0.028017692644166536,True,
2025,HEALTH_WELLBEING,Health and Wellbeing,yearly_model1_ai_role_naics3_fe,ok,0.16198112904623962,0.020153710622360013,9.185038338079078e-16,0.122479856226414,0.20148240186606525,1320554.0,0.050488280088032966,True,
2025,PARENTAL_LEAVE,Parental Leave,yearly_model1_ai_role_naics3_fe,ok,0.41722310651857436,0.016217478518758998,5.868612809789367e-146,0.3854368486218067,0.449009364415342,1320554.0,0.08225050088294461,True,
2025,CULTURE,Workplace Culture,yearly_model1_ai_role_naics3_fe,ok,0.6255374076718963,0.013610470569771466,0.0,0.5988608853551441,0.6522139299886484,1320554.0,0.038000262032376275,True,
2025,REMOTE_KW,Remote Work,yearly_model1_ai_role_naics3_fe,ok,0.8896725837989746,0.014421718833056155,0.0,0.8614060148861845,0.9179391527117647,1320554.0,0.08904902783449387,True,
